Company.name,Company Business,owler corrrectionn,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI,crawl_tried,potential crawl failing point,notes,competitors revenue 1,competitors revenue 2,competitors revenue 3,competitors revenue 4,competitors revenue 5,competitors revenue 6,competitors revenue 7,competitors revenue 8,competitors revenue 9,competitors revenue 10
cytogelpharma,,,,43.5,4,719.3,0.9318264553859296,0,0,,44000000.0,30000000.0,6941000000.0,178000000.0,0.0,0.0,0.0,0.0,0.0,0.0
invine,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shake,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firstfunder,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regulatorybinder,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stroho,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outboundengine,,,,31.2,10,499.9,0.17552040113963982,0,0,,270000000.0,1500000000.0,659000000.0,1097000000.0,120000000.0,110000000.0,222000000.0,316000000.0,325000000.0,380000000.0
fidelissecuritysystems,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capzure,,,,1.0,1,3.9,0.6751353602665556,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trusper,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
birdhouseforautism,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tixalert,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8bitfit,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quantason,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loopport,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utahstreetlabs,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bitscopic,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
datatorrent,,,,2.8,10,78.3,0.18155112879206772,0,0,,85000000.0,24000000.0,45000000.0,20000000.0,109000000.0,200000000.0,10000000.0,210000000.0,10000000.0,70000000.0
investmentunderground,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clicdata,,,,1.0,10,3084.3,0.29422509019112625,0,0,,340000000.0,1132000000.0,12000000000.0,100000000.0,39000000.0,30000000.0,135000000.0,6781000000.0,1000000000.0,9361000000.0
wwire,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eccentexcorporation,,,,1.0,0,0.0,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stationx,,stationxinc,,5.9,0,18761.3,0.9518723476426136,0,0,,105000000.0,50000000.0,46000000.0,198000000.0,64000000.0,56000000.0,3941000000.0,125000000.0,183000000000.0,28000000.0
gamificationorg,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celsion,,,,1.0,10,444.3,0.20330599679872327,0,0,,638000000.0,200000000.0,1322000000.0,477000000.0,50000000.0,200000000.0,32000000.0,1060000000.0,27000000.0,321000000.0
beamzinteractive,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nobleapplications,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fingo,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worthit,,,,1.0,10,135.1,0.16405919128906898,0,0,,30000000.0,23000000.0,304000000.0,125000000.0,177000000.0,111000000.0,328000000.0,189000000.0,68000000.0,10000000.0
nexb,,,,4.0,9,139.9,0.17899592325979805,0,0,,375000000.0,80000000.0,97000000.0,36000000.0,95000000.0,110000000.0,176000000.0,60000000.0,370000000.0,0.0
keenjar,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qumulo,,,,22.8,10,11231.9,0.6995685527502536,0,0,,306000000.0,30000000.0,293000000.0,120000000.0,500000000.0,10000000.0,92000000000.0,50000000.0,19000000000.0,10000000.0
soundbetter,,,,7.0,9,66.1,0.2348136161914854,0,0,,50000000.0,30000000.0,10000000.0,276000000.0,35000000.0,24000000.0,38000000.0,105000000.0,93000000.0,0.0
maxmytv,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fitstar,,,,4.0,8,68.5,0.4490915871916458,0,0,,30000000.0,30000000.0,50000000.0,35000000.0,30000000.0,30000000.0,30000000.0,450000000.0,0.0,0.0
infernoredtechnology,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mytraining,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isitechnology,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gliffy,,,,5.2,10,102.4,0.22992897033691406,0,0,,35000000.0,212000000.0,415000000.0,10000000.0,29000000.0,59000000.0,41000000.0,71000000.0,74000000.0,78000000.0
flowserve,,,,3800.0,10,103681.6,0.8643376261213734,0,0,,1237000000.0,15000000000.0,32000000000.0,71000000.0,100000000.0,135000000.0,963000000000.0,1817000000.0,23000000000.0,456000000.0
king2,,,,,0,0.0,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathfinderhealth,,,,,0,0.0,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rethinkeducation,,,,,0,0.0,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bionanovations,,,,,0,0.0,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snapmyad,,snapmyad,,,0,0.0,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maxwellhealth,,maxwellhealth,,6.0,0,569.3,0.2619763581575693,0,1,,800000000.0,20000000.0,452000000.0,464000000.0,120000000.0,2587000000.0,250000000.0,125000000.0,75000000.0,800000000.0
menloparksoftware,,,,,0,0.0,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filmfunder,,,,,0,0.0,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dfmsim,,,,,0,0.0,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logicalchoicetechnologies,,logicalchoice,,24.3,0,418.5,0.3203797484616077,0,1,,900000000.0,478000000.0,100000000.0,11000000.0,90000000.0,75000000.0,2095000000.0,398000000.0,38000000.0,0.0
codehs,,,,25.8,10,248.7,0.4905038164680706,0,0,,60000000.0,30000000.0,40000000.0,10000000.0,50000000.0,483000000.0,1668000000.0,80000000.0,56000000.0,10000000.0
snapshots,,,,1.0,8,783.4,0.5236179118548012,0,0,,120000000.0,400000000.0,650000000.0,247000000.0,500000000.0,276000000.0,5581000000.0,60000000.0,0.0,0.0
vendorsi,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
democrasoft,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collectit,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insidesalescom,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brookstone,,,,117.7,10,878.8,0.2212897796453102,0,0,,100000000.0,3050000000.0,1800000000.0,1371000000.0,99000000.0,185000000.0,1500000000.0,600000000.0,55000000.0,28000000.0
simplyinsured,,,,1.0,10,280.1,0.3976405376720024,0,0,,38000000.0,20000000.0,60000000.0,133000000.0,42000000.0,1513000000.0,800000000.0,80000000.0,20000000.0,44000000.0
pheebo,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emergefinancialwellness,,,,10.0,10,7007.0,0.4869813523547544,0,0,,10000000.0,1092000000.0,700000000.0,64000000.0,15000000000.0,96000000.0,6948000000.0,75000000.0,85000000.0,46000000000.0
yogatrail,,,,8.0,9,78.0,0.23899079552925706,0,0,,60000000.0,35000000.0,264000000.0,10000000.0,100000000.0,50000000.0,10000000.0,241000000.0,10000000.0,0.0
yrmrkt,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cureeo,,,,12.5,9,273.9,0.549532725478568,0,0,,100000000.0,299000000.0,17000000.0,34000000.0,75000000.0,66000000.0,53000000.0,95000000.0,2000000000.0,0.0
insightly,,insightly,,14.0,0,2545.3,0.5866126716594788,0,0,,70000000.0,19000000000.0,420000000.0,10000000.0,34000000.0,18000000.0,1039000000.0,705000000.0,4157000000.0,0.0
ocztechnology,,ocz,,131.7,0,121.8,0.2002920074093847,0,0,,28000000.0,61000000.0,50000000.0,228000000.0,306000000.0,293000000.0,10000000.0,242000000.0,0.0,0.0
nuvustudio,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coub,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
positrondynamics,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formzapper,,formzapper,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repairreport,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owncloud,,,,4.4,10,175.3,0.24831655227823934,0,0,,80000000.0,165000000.0,800000000.0,150000000.0,74000000.0,27000000.0,120000000.0,180000000.0,107000000.0,50000000.0
lassomedia,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfsweb,,,,325.8,10,234553.7,0.2360833940539352,0,0,,157000000.0,401000000000.0,332000000.0,48000000.0,40000000000.0,796000000000.0,585000000000.0,388000000000.0,89000000000.0,46000000000.0
hapyak,,,,1.0,10,78.3,0.2426091481008467,0,0,,10000000.0,80000000.0,120000000.0,20000000.0,33000000.0,14000000.0,338000000.0,24000000.0,50000000.0,94000000.0
mark43,,,,5.6,10,1818.8,0.4047718574453104,0,0,,113000000.0,30000000.0,100000000.0,9353000000.0,250000000.0,20000000.0,51000000.0,500000000.0,1067000000.0,6704000000.0
smartcoffeetechnology,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infocheckpoint,,,,1.0,10,356.1,0.2268909630611698,0,0,,50000000.0,844000000.0,180000000.0,61000000.0,161000000.0,1147000000.0,873000000.0,120000000.0,50000000.0,75000000.0
wondermall,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sphynkxtherapeutics,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rijuven,,,,3.0,10,31.0,0.17001040582726326,0,0,,12000000.0,20000000.0,40000000.0,40000000.0,40000000.0,100000000.0,10000000.0,13000000.0,10000000.0,25000000.0
brushfireinteractive,,,,4.1,9,384.4,0.39910949507374494,0,0,,100000000.0,40000000.0,10000000.0,1025000000.0,2183000000.0,49000000.0,121000000.0,194000000.0,122000000.0,0.0
seekretreat,,,,12.0,4,28.2,0.727453347417132,0,0,,239000000.0,10000000.0,10000000.0,23000000.0,0.0,0.0,0.0,0.0,0.0,0.0
absolutdata,,,,25.0,0,78672.1,0.404641916,0,0,,301000000.0,30000000.0,40000000.0,102000000000.0,85000000.0,125000000.0,90000000.0,398000000000.0,286000000000.0,50000000.0
aayuja,,,,1.7,0,125.2,0.16267843,0,0,,234000000.0,131000000.0,10000000.0,10000000.0,350000000.0,90000000.0,29000000.0,118000000.0,190000000.0,90000000.0
haload,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poppin,,,,63.6,10,252951.0,0.37653901556596364,0,0,,100000000.0,28000000.0,100000000.0,250000000.0,32000000.0,202000000000.0,520000000000.0,1417000000000.0,111000000000.0,279000000000.0
appcurious,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adbrain,,,,1.0,0,9652.9,0.57191437,0,0,,29000000000.0,25000000.0,300000000.0,10000000.0,67000000000.0,150000000.0,44000000.0,0.0,0.0,0.0
maventusmedia,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everwise,,geteverwise,,3.5,0,596.6,0.7960983847568898,0,0,,45000000.0,100000000.0,167000000.0,160000000.0,20000000.0,10000000.0,28000000.0,30000000.0,5316000000.0,90000000.0
deepforestmedia,,,,4.4,0,461.2,0.488694427,0,0,,33000000.0,60000000.0,61000000.0,856000000.0,24000000.0,157000000.0,97000000.0,79000000.0,115000000.0,3130000000.0
mindplatetv,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zergnet,,,,2.9,0,184.3,0.38643482,0,0,,10000000.0,151000000.0,50000000.0,100000000.0,200000000.0,85000000.0,40000000.0,1125000000.0,32000000.0,50000000.0
sesamii,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowdsupply,,,,3.2,0,214.4,0.208671807,0,0,,194000000.0,346000000.0,50000000.0,230000000.0,831000000.0,77000000.0,65000000.0,50000000.0,264000000.0,37000000.0
albaorbital,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celebcalls,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ultralinqhealthcaresolutions,,,,10.0,0,308.5,0.548333954,0,0,,70000000.0,55000000.0,100000000.0,2342000000.0,50000000.0,120000000.0,103000000.0,100000000.0,100000000.0,45000000.0
parametric,,parametricportfolio,,27.1,0,39251.2,0.5634702539563831,0,0,,250000000.0,66000000.0,401000000.0,200000000.0,155000000.0,350000000.0,85000000000.0,25000000000.0,281000000000.0,90000000.0
higherlearningtechnologies,,hltcorp,,3.0,0,2247.9,0.874824447021935,0,0,,80000000.0,30000000.0,24000000.0,1000000000.0,120000000.0,10000000.0,171000000.0,21000000000.0,44000000.0,0.0
ovascience,,,,1.0,0,121.5,0.226187755,0,0,,490000000.0,100000000.0,220000000.0,10000000.0,43000000.0,60000000.0,157000000.0,95000000.0,40000000.0,0.0
908devices,,908devices,,4.4,0,10380.8,0.3699966880710889,0,0,,250000000.0,80000000.0,97000000.0,70000000.0,161000000.0,50000000.0,100000000.0,19000000000.0,49000000000.0,35000000000.0
versanetworks,,versa-networks,,10.0,0,52182.0,0.948184008138634,0,0,,158000000.0,70000000.0,65000000.0,163000000.0,967000000.0,350000000.0,11000000000.0,800000000.0,508000000000.0,247000000.0
socialhighrise,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everstring,,,,20.0,0,325.1,0.283296784,0,0,,300000000.0,52000000.0,48000000.0,1521000000.0,931000000.0,214000000.0,44000000.0,28000000.0,100000000.0,13000000.0
easypaint,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferevo,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegesnackattack,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boxcat,,box-cat,,1.4,0,7.2,0.18171296296296294,0,0,,11000000.0,10000000.0,10000000.0,11000000.0,10000000.0,20000000.0,0.0,0.0,0.0,0.0
ebuybit,,,,4.3,0,30.5,0.36763443,0,0,,10000000.0,112000000.0,10000000.0,173000000.0,0.0,0.0,0.0,0.0,0.0,0.0
bakesale,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monsieur,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appcard,,,,1.0,0,50.4,0.168995746,0,0,,160000000.0,50000000.0,20000000.0,40000000.0,17000000.0,20000000.0,97000000.0,35000000.0,10000000.0,55000000.0
lumate,,,,5.0,0,300.7,0.840029945,0,0,,26000000.0,30000000.0,50000000.0,16000000.0,10000000.0,21000000.0,2800000000.0,54000000.0,0.0,0.0
citynotes,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modsystems,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jibo,,,,10.0,0,52.3,0.152317915,0,0,,30000000.0,52000000.0,54000000.0,10000000.0,50000000.0,157000000.0,120000000.0,15000000.0,25000000.0,10000000.0
tagthiscar,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
windforceventures,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
genapsys,,,,6.0,0,3421.8,0.927446483,0,0,,50000000.0,50000000.0,100000000.0,840000000.0,36000000.0,42000000.0,50000000.0,33000000000.0,50000000.0,0.0
campthat,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proxtome,,,,4.6,0,13391.3,0.331070187,0,0,,15000000000.0,3174000000.0,10000000.0,51000000.0,48000000000.0,58000000000.0,1032000000.0,5000000000.0,200000000.0,3446000000.0
persimmontechnologies,,persimmontech,,5.0,0,5717.8,0.35395532955738984,0,0,,50000000.0,150000000.0,200000000.0,1178000000.0,200000000.0,6027000000.0,28000000000.0,3373000000.0,18000000000.0,0.0
mobilesystem7,,,,1.9,0,18894.3,0.31013908100000004,0,0,,40000000.0,486000000.0,30000000000.0,22000000000.0,87000000000.0,530000000.0,1932000000.0,875000000.0,46000000000.0,80000000.0
socialtagg,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plasmasi,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tascet,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peerim,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nexamp,,,,11.3,0,258.7,0.191819753,0,0,,112000000.0,60000000.0,800000000.0,708000000.0,92000000.0,150000000.0,325000000.0,40000000.0,300000000.0,0.0
cdnsumo,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
over40females,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awesomenesstv,,,,4.0,0,169.3,0.239048257,0,0,,750000000.0,33000000.0,100000000.0,100000000.0,80000000.0,299000000.0,140000000.0,50000000.0,120000000.0,21000000.0
zeuss,,,,1.0,0,3317.8,0.374215466,0,0,,2978000000.0,30000000.0,45000000.0,50000000.0,1800000000.0,16000000000.0,12000000000.0,25000000.0,250000000.0,0.0
propertycapsule,,,,4.6,0,191.5,0.201496494,0,0,,253000000.0,335000000.0,510000000.0,445000000.0,372000000.0,0.0,0.0,0.0,0.0,0.0
finalsite,,,,8.0,0,1073.6,0.45790021,0,0,,75000000.0,35000000.0,90000000.0,50000000.0,2095000000.0,398000000.0,38000000.0,6945000000.0,150000000.0,860000000.0
lstn,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timely,,gettimely,,6.1,0,42.5,0.17268373702422146,0,0,,85000000.0,85000000.0,45000000.0,10000000.0,62000000.0,94000000.0,44000000.0,0.0,0.0,0.0
laicos,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hellofresh,,hellofreshgroup,,10.0,0,1125.6,0.4113273994531354,0,0,,170000000.0,100000000.0,2550000000.0,250000000.0,154000000.0,30000000.0,526000000.0,6676000000.0,800000000.0,0.0
seeforge,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zubie,,,,5.0,0,280.8,0.341691719,0,0,,60000000.0,40000000.0,30000000.0,45000000.0,13000000.0,10000000.0,90000000.0,480000000.0,1500000000.0,540000000.0
savveo,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truelens,,,,7.3,0,182.8,0.19144524,0,0,,75000000.0,50000000.0,444000000.0,634000000.0,74000000.0,203000000.0,83000000.0,50000000.0,115000000.0,100000000.0
mobiley,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
protostarpartners,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optionscitysoftware,,optionscity,,6.1,0,124.8,0.2389554055719921,0,0,,60000000.0,200000000.0,10000000.0,55000000.0,500000000.0,243000000.0,100000000.0,80000000.0,0.0,0.0
keiretsuforum,,,,5.3,0,47.4,0.168009102,0,0,,82000000.0,148000000.0,56000000.0,10000000.0,46000000.0,20000000.0,96000000.0,16000000.0,0.0,0.0
humannetworklabs,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transbiotec,,tbt,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
genesisfinancialsolutions,,genesis-fs,,5.9,0,2362.8,0.4434347546957527,0,0,,8763000000.0,1305000000.0,165000000.0,162000000.0,43000000.0,20000000.0,13000000000.0,20000000.0,100000000.0,50000000.0
edisonventures,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloudtags,,,,5.8,0,136336.2,0.997918305,0,0,,50000000.0,457000000.0,380000000.0,50000000.0,115000000.0,50000000.0,1362000000000.0,100000000.0,120000000.0,40000000.0
gryphonnetworks,,,,28.0,0,10498.1,0.939171907,0,0,,525000000.0,500000000.0,127000000.0,451000000.0,90000000.0,33000000.0,130000000.0,102000000000.0,1025000000.0,100000000.0
cyanto,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projecteve,,projecteve,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clickquotesave,,,,1.0,0,4646.2,0.5420323429999999,0,0,,4772000000.0,480000000.0,50000000.0,7649000000.0,200000000.0,33000000000.0,200000000.0,61000000.0,50000000.0,0.0
overdog,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyme,,,,3.0,0,78.0,0.438271605,0,0,,355000000.0,25000000.0,400000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beatneek,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catapultdesign,,,,5.0,0,136.4,0.144169539,0,0,,10000000.0,133000000.0,117000000.0,290000000.0,148000000.0,66000000.0,247000000.0,62000000.0,281000000.0,10000000.0
waveplay,,waveplayllc,,4.6,0,87.0,0.3331087329898269,0,0,,10000000.0,445000000.0,35000000.0,19000000.0,187000000.0,53000000.0,121000000.0,0.0,0.0,0.0
lightarrow,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cadcrowd,,,,1.0,0,388.0,0.461109826,0,0,,2565000000.0,136000000.0,90000000.0,60000000.0,503000000.0,54000000.0,50000000.0,10000000.0,95000000.0,317000000.0
sumzero,,,,7.0,0,9794.4,0.979454364,0,0,,150000000.0,83000000.0,20000000.0,38000000.0,10000000.0,573000000.0,19000000.0,51000000.0,97000000000.0,0.0
getafive,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
